"","rt","int"
"216",1.80155998809169,-889
"217",1.80989282524561,-834
"218",1.81822566239952,-802
"219",1.82655849955344,-789
"220",1.83489133670735,-792
"221",1.84322417386127,-843
"222",1.85155701101518,-1006
"223",1.8598898481691,-1121
"224",1.86822268532301,-1091
"225",1.87655552247693,-975
"226",1.88488835963084,-912
"227",1.89322119678476,-930
"228",1.90155403393867,-979
"229",1.90988687109259,-980
"230",1.9182197082465,-1009
"231",1.92655254540042,-1109
"232",1.93488538255433,-1216
"233",1.94321821970825,-1291
"234",1.95155105686216,-1382
"235",1.95988389401608,-1380
"236",1.96821673116999,-1397
"237",1.97654956832391,-1444
"238",1.98488240547782,-1540
"239",1.99321524263174,-1634
"240",2.00154807978565,-1650
"241",2.00988091693957,-1683
"242",2.01821375409348,-1807
"243",2.02654659124739,-1884
"244",2.03487942840131,-1969
"245",2.04321226555522,-1998
"246",2.05154510270914,-1949
"247",2.05987793986305,-1900
"248",2.06821077701697,-1905
"249",2.07654361417088,-1996
"250",2.0848764513248,-2143
"251",2.09320928847871,-2284
"252",2.10154212563263,-2418
"253",2.10987496278654,-2474
"254",2.11820779994046,-2493
"255",2.12654063709437,-2559
"256",2.13487347424829,-2600
"257",2.1432063114022,-2621
"258",2.15153914855612,-2664
"259",2.15987198571003,-2747
"260",2.16820482286395,-2815
"261",2.17653766001786,-2823
"262",2.18487049717178,-2747
"263",2.19320333432569,-2741
"264",2.20153617147961,-2808
"265",2.20986900863352,-2870
"266",2.21820184578744,-2934
"267",2.22653468294135,-2950
"268",2.23486752009527,-2974
"269",2.24320035724918,-2996
"270",2.2515331944031,-3013
"271",2.25986603155701,-3049
"272",2.26819886871093,-3033
"273",2.27653170586484,-2955
"274",2.28486454301876,-2871
"275",2.29319738017267,-2831
"276",2.30153021732659,-2780
"277",2.3098630544805,-2775
"278",2.31819589163441,-2745
"279",2.32652872878833,-2700
"280",2.33486156594224,-2718
"281",2.34319440309616,-2742
"282",2.35152724025007,-2834
"283",2.35986007740399,-2868
"284",2.3681929145579,-2869
"285",2.37652575171182,-2858
"286",2.38485858886573,-2897
"287",2.39319142601965,-2946
"288",2.40152426317356,-3000
"289",2.40985710032748,-2976
"290",2.41818993748139,-2975
"291",2.42652277463531,-2953
"292",2.43485561178922,-2834
"293",2.44318844894314,-2710
"294",2.45152128609705,-2670
"295",2.45985412325097,-2715
"296",2.46818696040488,-2741
"297",2.4765197975588,-2770
"298",2.48485263471271,-2761
"299",2.49318547186663,-2679
"300",2.50151830902054,-2598
"301",2.50985114617446,-2585
"302",2.51818398332837,-2623
"303",2.52651682048229,-2655
"304",2.5348496576362,-2599
"305",2.54318249479012,-2521
"306",2.55151533194403,-2468
"307",2.55984816909795,-2456
"308",2.56818100625186,-2492
"309",2.57651384340578,-2441
"310",2.58484668055969,-2421
